id,x,y
Compound_I-N-1,9.455866813659668,3.8110239505767822
Compound_I-N-2,4.404705047607422,1.745801329612732
Compound_I-N-3,7.966595649719238,5.870675086975098
Compound_I-N-4,7.739308834075928,6.406370639801025
Compound_I-N-5,9.695916175842285,5.539707660675049
Compound_I-N-7,3.597081184387207,5.417135715484619
Compound_I-N-8,7.652071952819824,5.854697227478027
Compound_I-N-9,7.50991678237915,5.900205135345459
Compound_I-N-10,9.653769493103027,3.8592171669006348
Compound_I-N-11,9.654658317565918,3.8385775089263916
Compound_I-N-12,9.703187942504883,3.876955986022949
Compound_I-N-13,10.03147029876709,4.4822096824646
Compound_I-N-14,9.829916000366211,5.345415115356445
Compound_I-N-15,9.772911071777344,5.91975736618042
Compound_I-N-16,10.031331062316895,4.5698628425598145
Compound_I-N-17,7.704675197601318,6.385969161987305
Compound_I-N-18,9.29193115234375,3.8171582221984863
Compound_I-N-19,9.62136459350586,3.908478021621704
Compound_I-N-20,6.928289890289307,7.23439884185791
Compound_I-N-21,9.559839248657227,3.7231147289276123
Compound_I-N-22,7.885411262512207,6.240725994110107
Compound_I-N-23,9.086718559265137,3.8644580841064453
Compound_I-N-24,9.163866996765137,3.9457826614379883
Compound_I-N-25,9.565780639648438,1.5361932516098022
Compound_I-N-26,3.476961374282837,5.470516681671143
Compound_I-N-27,3.6105260848999023,5.416476726531982
Compound_I-N-28,3.588399648666382,5.458654880523682
Compound_I-N-29,4.369937419891357,3.605269432067871
Compound_I-N-30,3.644920587539673,5.496012210845947
Compound_I-N-31;Compound_I-N-112,9.088254928588867,3.963529348373413
Compound_I-N-32,9.99965763092041,4.548181056976318
Compound_I-N-33,9.52342700958252,3.7603275775909424
Compound_I-N-34,9.41326904296875,1.6739205121994019
Compound_I-N-35,9.453730583190918,1.061389446258545
Compound_I-N-36,9.643835067749023,1.2384763956069946
Compound_I-N-37,9.639937400817871,0.9047836065292358
Compound_I-N-38,10.1438570022583,4.8550615310668945
Compound_I-N-39,9.484621047973633,1.7168346643447876
Compound_I-N-40,9.285113334655762,1.3337492942810059
Compound_I-N-41,9.818171501159668,5.385403633117676
Compound_I-N-42,10.183693885803223,1.2589689493179321
Compound_I-N-43,9.48854923248291,1.594029426574707
Compound_I-N-44,9.344756126403809,1.524827480316162
Compound_I-N-45,9.868931770324707,1.1979445219039917
Compound_I-N-46,9.556565284729004,1.1848772764205933
Compound_I-N-47,9.845788955688477,1.5175139904022217
Compound_I-N-48,10.09704303741455,1.096339225769043
Compound_I-N-49,9.977928161621094,1.1406335830688477
Compound_I-N-50,10.079758644104004,1.7071709632873535
Compound_I-N-51,9.526240348815918,1.8257919549942017
Compound_I-N-52,9.737106323242188,1.7660166025161743
Compound_I-N-53,9.528596878051758,1.727981686592102
Compound_I-N-54,9.380391120910645,1.5211961269378662
Compound_I-N-55,9.399054527282715,1.2095955610275269
Compound_I-N-56,10.050185203552246,1.0566587448120117
Compound_I-N-57,9.823657035827637,5.369221210479736
Compound_I-N-58,10.237709045410156,1.327121376991272
Compound_I-N-59,9.637343406677246,1.5412756204605103
Compound_I-N-60,9.692374229431152,1.6888599395751953
Compound_I-N-61,10.164332389831543,1.2489674091339111
Compound_I-N-62,7.7264180183410645,6.317346572875977
Compound_I-N-63,9.98514461517334,1.3846286535263062
Compound_I-N-64,10.177872657775879,1.182076096534729
Compound_I-N-65,10.173371315002441,1.2209513187408447
Compound_I-N-66,9.027178764343262,1.8121179342269897
Compound_I-N-67,9.221565246582031,1.8641860485076904
Compound_I-N-68,9.049422264099121,1.7692947387695312
Compound_I-N-69,9.06602668762207,1.7656238079071045
Compound_I-N-70,9.199745178222656,1.4904142618179321
Compound_I-N-71,10.131645202636719,1.2599519491195679
Compound_I-N-72,9.522011756896973,1.412773847579956
Compound_I-N-73,8.982544898986816,1.796055793762207
Compound_I-N-74,8.929800033569336,1.7779345512390137
Compound_I-N-75,9.408610343933105,1.4596351385116577
Compound_I-N-76,8.862775802612305,3.5736303329467773
Compound_I-N-77,3.2163443565368652,2.1147661209106445
Compound_I-N-78,8.881378173828125,3.363377094268799
Compound_I-N-79,3.0412135124206543,2.067378044128418
Compound_I-N-80,9.83497142791748,5.774930477142334
Compound_I-N-81,4.1444854736328125,1.744315505027771
Compound_I-N-82,4.382324695587158,1.734049677848816
Compound_I-N-83,4.176233291625977,1.7482188940048218
Compound_I-N-84,3.1306498050689697,2.168454885482788
Compound_I-N-85,9.80070972442627,5.552561283111572
Compound_I-N-86,9.50377082824707,0.9979077577590942
Compound_I-N-87,9.67894458770752,0.939082682132721
Compound_I-N-88,9.461554527282715,1.3355809450149536
Compound_I-N-89,4.461851119995117,1.7737187147140503
Compound_I-N-90,4.370650291442871,1.7153757810592651
Compound_I-N-91,9.583121299743652,0.9469537138938904
Compound_I-N-92,5.8138813972473145,6.9061079025268555
Compound_I-N-93,10.188932418823242,0.8336657881736755
Compound_I-N-94,10.331573486328125,0.6769579648971558
Compound_I-N-95,10.12917709350586,0.6486826539039612
Compound_I-N-97,10.352753639221191,0.7888675928115845
Compound_I-N-98,10.022562980651855,0.6309938430786133
Compound_I-N-99,10.194644927978516,0.5618299841880798
Compound_I-N-100,10.217681884765625,0.821987509727478
Compound_I-N-101,10.433585166931152,0.6099353432655334
Compound_I-N-102,10.357295989990234,0.7340410351753235
Compound_I-N-103,10.00985050201416,0.664452314376831
Compound_I-N-104,10.180196762084961,0.7549570798873901
Compound_I-N-105,10.123711585998535,0.856015682220459
Compound_I-N-106,10.305158615112305,0.7127468585968018
Compound_I-N-107,10.161534309387207,0.6179515719413757
Compound_I-N-108,9.970222473144531,0.5559831857681274
Compound_I-N-109,10.18468189239502,0.5337629914283752
Compound_I-N-111,9.774469375610352,5.58225679397583
Compound_I-N-113,9.676234245300293,5.624086380004883
Compound_I-N-115,9.601582527160645,3.7967708110809326
