id,x,y
Compound_I-N-1,5.2314558029174805,5.607536315917969
Compound_I-N-2,-2.0899484157562256,6.876456260681152
Compound_I-N-3,4.101858139038086,6.868264198303223
Compound_I-N-4,4.061999797821045,6.92022705078125
Compound_I-N-5,8.244229316711426,4.631889343261719
Compound_I-N-7,2.3675806522369385,4.8368449211120605
Compound_I-N-8,2.401244878768921,4.46370267868042
Compound_I-N-9,2.4417407512664795,4.525885581970215
Compound_I-N-10,5.280704021453857,5.7066121101379395
Compound_I-N-11,5.186331272125244,5.776553153991699
Compound_I-N-12,5.229442596435547,5.636892795562744
Compound_I-N-13,8.075855255126953,3.6232104301452637
Compound_I-N-14,8.328070640563965,5.092933177947998
Compound_I-N-15,8.56457233428955,5.318775653839111
Compound_I-N-16,7.977747917175293,3.741375207901001
Compound_I-N-17,3.8877406120300293,6.954431533813477
Compound_I-N-18,4.844875335693359,5.924426078796387
Compound_I-N-19,5.2756667137146,5.670864582061768
Compound_I-N-20,3.808372974395752,6.900413513183594
Compound_I-N-21,5.52372932434082,6.085603713989258
Compound_I-N-22,3.8110549449920654,6.838280200958252
Compound_I-N-23,5.13131046295166,5.5393242835998535
Compound_I-N-24,5.237857341766357,5.617760181427002
Compound_I-N-25,1.3155678510665894,8.898219108581543
Compound_I-N-26,2.5048372745513916,4.4920244216918945
Compound_I-N-27,2.35027813911438,4.808845520019531
Compound_I-N-28,2.3237082958221436,4.811730861663818
Compound_I-N-29,1.534523606300354,9.178529739379883
Compound_I-N-30,2.291884183883667,4.7734246253967285
Compound_I-N-31;Compound_I-N-112,5.13916015625,5.583669185638428
Compound_I-N-32,7.91975212097168,3.7967841625213623
Compound_I-N-33,5.2505011558532715,6.033146381378174
Compound_I-N-34,1.630755066871643,9.24231243133545
Compound_I-N-35,0.7389423847198486,9.32155990600586
Compound_I-N-36,1.7289985418319702,9.400696754455566
Compound_I-N-37,0.7245562076568604,9.450328826904297
Compound_I-N-38,8.078709602355957,3.9322516918182373
Compound_I-N-39,1.8125120401382446,9.160747528076172
Compound_I-N-40,0.805438220500946,9.350674629211426
Compound_I-N-41,8.31252670288086,4.879559516906738
Compound_I-N-42,1.0800716876983643,9.53412914276123
Compound_I-N-43,1.6849440336227417,9.236603736877441
Compound_I-N-44,1.3974878787994385,9.669795989990234
Compound_I-N-45,1.9287281036376953,9.299066543579102
Compound_I-N-46,1.903128981590271,9.405068397521973
Compound_I-N-47,1.4291250705718994,9.011878967285156
Compound_I-N-48,0.9785661697387695,9.484020233154297
Compound_I-N-49,1.8540894985198975,9.259836196899414
Compound_I-N-50,1.9105931520462036,8.832889556884766
Compound_I-N-51,1.853747010231018,9.238919258117676
Compound_I-N-52,1.8712713718414307,8.923981666564941
Compound_I-N-53,1.7053147554397583,9.10757827758789
Compound_I-N-54,1.3617939949035645,9.000995635986328
Compound_I-N-55,1.071035385131836,9.261881828308105
Compound_I-N-56,0.9693134427070618,9.652591705322266
Compound_I-N-57,8.22053337097168,5.074082851409912
Compound_I-N-58,0.8418354988098145,9.315138816833496
Compound_I-N-59,1.612038016319275,9.01265811920166
Compound_I-N-60,1.9008535146713257,9.196304321289062
Compound_I-N-61,1.152924656867981,9.100913047790527
Compound_I-N-62,4.020730495452881,7.2340922355651855
Compound_I-N-63,1.3897247314453125,9.005097389221191
Compound_I-N-64,1.1262104511260986,9.50634765625
Compound_I-N-65,1.1746232509613037,9.08301830291748
Compound_I-N-66,1.7443478107452393,9.322766304016113
Compound_I-N-67,1.8024133443832397,9.322486877441406
Compound_I-N-68,1.3646918535232544,9.510335922241211
Compound_I-N-69,0.9256955981254578,9.328832626342773
Compound_I-N-70,1.364956259727478,9.286482810974121
Compound_I-N-71,1.0855565071105957,9.199009895324707
Compound_I-N-72,1.3308308124542236,8.894373893737793
Compound_I-N-73,0.7460665106773376,9.311297416687012
Compound_I-N-74,0.8259935975074768,9.189433097839355
Compound_I-N-75,1.4261574745178223,9.62448787689209
Compound_I-N-76,4.660175800323486,5.218430042266846
Compound_I-N-77,-2.1063361167907715,6.84903621673584
Compound_I-N-78,4.619227886199951,5.540780067443848
Compound_I-N-79,-2.162846088409424,6.781579971313477
Compound_I-N-80,8.400245666503906,5.261641025543213
Compound_I-N-81,-2.220837116241455,6.840419769287109
Compound_I-N-82,-2.1221649646759033,6.771084308624268
Compound_I-N-83,-2.144465923309326,6.773810386657715
Compound_I-N-84,-2.1222193241119385,6.766783714294434
Compound_I-N-85,8.465254783630371,4.736001968383789
Compound_I-N-86,0.9556984901428223,9.36038875579834
Compound_I-N-87,0.8422722220420837,9.23734188079834
Compound_I-N-88,1.5375603437423706,9.503860473632812
Compound_I-N-89,-2.1454076766967773,6.786645412445068
Compound_I-N-90,-2.1735212802886963,6.808417797088623
Compound_I-N-91,0.9728965163230896,9.372660636901855
Compound_I-N-92,5.155274868011475,7.673320770263672
Compound_I-N-93,0.8071885108947754,9.817517280578613
Compound_I-N-94,0.6857419610023499,9.53150749206543
Compound_I-N-95,0.6260535717010498,9.669051170349121
Compound_I-N-97,0.826486349105835,9.619560241699219
Compound_I-N-98,0.7937925457954407,9.786168098449707
Compound_I-N-99,0.7146978378295898,9.916353225708008
Compound_I-N-100,0.87788325548172,9.799267768859863
Compound_I-N-101,1.0969700813293457,9.872669219970703
Compound_I-N-102,1.172937035560608,9.895709037780762
Compound_I-N-103,0.7735280990600586,9.823497772216797
Compound_I-N-104,0.8774330019950867,9.850944519042969
Compound_I-N-105,0.9150617122650146,9.8031587600708
Compound_I-N-106,0.6596413254737854,9.543274879455566
Compound_I-N-107,0.6466662287712097,9.477858543395996
Compound_I-N-108,0.851240873336792,9.962080001831055
Compound_I-N-109,0.7115789651870728,9.937183380126953
Compound_I-N-111,8.351644515991211,4.869009017944336
Compound_I-N-113,8.364782333374023,4.931386947631836
Compound_I-N-115,5.39901876449585,5.736057281494141
Compound_I-N-116,5.388035774230957,5.731533527374268
Compound_I-N-117,8.145650863647461,3.722799301147461
Compound_I-N-118,8.849540710449219,5.242212295532227
Compound_I-N-119,7.963818550109863,3.772418737411499
Compound_I-N-120,7.996597766876221,3.7241783142089844
Compound_I-N-121,8.152615547180176,3.630603075027466
Compound_I-N-122,8.11927604675293,3.589803695678711
Compound_I-N-123,8.105352401733398,3.69145131111145
